SYMBOL,STOCK NAME,LISTING DATE
KIMS.NS,KRISHNA INSTITUTE OF MEDICAL SCIENCES LIMITED,2021-06-28
KINGFA.NS,KINGFA SCIENCE & TECHNOLOGY (INDIA) LIMITED,2016-11-15
KIOCL.NS,KIOCL LIMITED,2016-11-29
KIRANVYPAR.NS,KIRAN VYAPAR LIMITED,2026-04-20
KIRIINDUS.NS,KIRI INDUSTRIES LIMITED,2008-04-22
KIRLFER.NS,KIRLOSKAR FERROUS INDUSTRIES LIMITED,2026-04-20
KIRLOSBROS.NS,KIRLOSKAR BROTHERS LIMITED,2010-04-20
KIRLOSENG.NS,KIRLOSKAR OIL ENGINES LIMITED,2010-12-24
KIRLOSIND.NS,KIRLOSKAR INDUSTRIES LIMITED,2010-06-24
KIRLPNU.NS,KIRLOSKAR PNEUMATIC COMPANY LIMITED,2023-04-26
KISSHT.NS,ONEMI TECHNOLOGY SOLUTIONS LIMITED,2026-05-08
KITEX.NS,KITEX GARMENTS LIMITED,2012-09-25
KKCL.NS,KEWAL KIRAN CLOTHING LIMITED,2006-04-13
KLBRENG-B.NS,KILBURN ENGINEERING LIMITED,2026-04-20
KMEW.NS,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,2024-11-14
KMSUGAR.NS,K.M.SUGAR MILLS LIMITED,2007-05-31
KNAGRI.NS,KN AGRI RESOURCES LIMITED,2025-12-09
KNRCON.NS,KNR CONSTRUCTIONS LIMITED,2008-02-18
KOHINOOR.NS,KOHINOOR FOODS LIMITED,1999-10-20
KOKUYOCMLN.NS,KOKUYO CAMLIN LIMITED,2008-07-28
KOLTEPATIL.NS,KOLTE - PATIL DEVELOPERS LIMITED,2007-12-13
KOPRAN.NS,KOPRAN LIMITED,1999-06-09
KOTAKBANK.NS,KOTAK MAHINDRA BANK LIMITED,1995-12-20
KOTARISUG.NS,KOTHARI SUGARS AND CHEMICALS LIMITED,2004-12-13
KOTHARIPET.NS,KOTHARI PETROCHEMICALS LIMITED,1996-11-02
KOTHARIPRO.NS,KOTHARI PRODUCTS LIMITED,1998-06-03
KOTIC.NS,KOTHARI INDUSTRIAL CORPORATION LIMITED,2026-04-20
KOTYARK.NS,KOTYARK INDUSTRIES LIMITED,2026-03-12
KOVAI.NS,KOVAI MEDICAL CENTER & HOSPITAL LIMITED,2026-04-20
KPEL.NS,K.P. ENERGY LIMITED,2024-11-14
KPIGREEN.NS,KPI GREEN ENERGY LIMITED,2021-07-27
KPIL.NS,KALPATARU PROJECTS INTERNATIONAL LIMITED,2000-12-15
KPITTECH.NS,KPIT TECHNOLOGIES LIMITED,2019-04-22
KPL.NS,KWALITY PHARMACEUTICALS LIMITED,2026-04-20
KPRMILL.NS,K.P.R. MILL LIMITED,2007-08-28
KRBL.NS,KRBL LIMITED,2002-01-21
KREBSBIO.NS,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,1996-01-03
KRIDHANINF.NS,KRIDHAN INFRA LIMITED,2015-12-11
KRISHANA.NS,KRISHANA PHOSCHEM LIMITED,2019-08-22
KRISHIVAL.NS,KRISHIVAL FOODS LIMITED,2025-06-20
KRISHNADEF.NS,KRISHNA DEFENCE AND ALLIED INDUSTRIES LIMITED,2025-12-30
KRITI.NS,KRITI INDUSTRIES (INDIA) LIMITED,2021-11-01
KRITIKA.NS,KRITIKA WIRES LIMITED,2022-05-04
KRITINUT.NS,KRITI NUTRIENTS LIMITED,2022-10-07
KRN.NS,KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,2024-10-03
KRONOX.NS,KRONOX LAB SCIENCES LIMITED,2024-06-10
KROSS.NS,KROSS LIMITED,2024-09-16
KRSNAA.NS,KRSNAA DIAGNOSTICS LIMITED,2021-08-16
KRYSTAL.NS,KRYSTAL INTEGRATED SERVICES LIMITED,2024-03-21
KSB.NS,KSB LIMITED,1995-02-08
KSCL.NS,KAVERI SEED COMPANY LIMITED,2007-10-04
KSHINTL.NS,KSH INTERNATIONAL LIMITED,2025-12-23
KSHITIJPOL.NS,KSHITIJ POLYLINE LIMITED,2022-07-27
KSL.NS,KALYANI STEELS LIMITED,2010-05-19
KSOLVES.NS,KSOLVES INDIA LIMITED,2022-09-23
KSR.NS,KSR FOOTWEAR LIMITED,2025-11-27
KTKBANK.NS,THE KARNATAKA BANK LIMITED,2000-05-10
KUANTUM.NS,KUANTUM PAPERS LIMITED,2019-10-23
KWIL.NS,KWALITY WALL'S (INDIA) LIMITED,2026-02-16
LAGNAM.NS,LAGNAM SPINTEX LIMITED,2021-09-30
LAHOTIOV.NS,LAHOTI OVERSEAS LIMITED,2026-04-20
LAKPRE.NS,LAKSHMI PRECISION SCREWS LIMITED,2006-09-26
LAL.NS,LORENZINI APPARELS LIMITED,2023-04-10
LALPATHLAB.NS,DR. LAL PATH LABS LTD.,2015-12-23
LAMBODHARA.NS,LAMBODHARA TEXTILES LIMITED,2015-02-04
LANCORHOL.NS,LANCOR HOLDINGS LIMITED,2024-03-12
LANDMARK.NS,LANDMARK CARS LIMITED,2022-12-23
LANDSMILL.NS,LANDSMILL GREEN LIMITED,2009-08-03
LAOPALA.NS,LA OPALA RG LIMITED,2007-03-16
LASA.NS,LASA SUPERGENERICS LIMITED,2017-09-21
LATENTVIEW.NS,LATENT VIEW ANALYTICS LIMITED,2021-11-23
LATTEYS.NS,LATTEYS INDUSTRIES LIMITED,2023-05-23
LAURUSLABS.NS,LAURUS LABS LIMITED,2016-12-19
LAXMICOT.NS,LAXMI COTSPIN LIMITED,2021-11-12
LAXMIDENTL.NS,LAXMI DENTAL LIMITED,2025-01-20
LAXMIINDIA.NS,LAXMI INDIA FINANCE LIMITED,2025-08-05
LCCINFOTEC.NS,LCC INFOTECH LIMITED,2000-03-02
LEMERITE.NS,LE MERITE EXPORTS LIMITED,2025-12-12
LEMONTREE.NS,LEMON TREE HOTELS LIMITED,2018-04-09
LENSKART.NS,LENSKART SOLUTIONS LIMITED,2025-11-10
LEXUS.NS,LEXUS GRANITO (INDIA) LIMITED,2023-03-13
LFIC.NS,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,2015-04-15
LGBBROSLTD.NS,LG BALAKRISHNAN & BROS LIMITED,2010-03-30
LGEINDIA.NS,LG ELECTRONICS INDIA LIMITED,2025-10-14
LGHL.NS,LAXMI GOLDORNA HOUSE LIMITED,2023-11-10
LIBAS.NS,LIBAS CONSUMER PRODUCTS LIMITED,2019-07-23
LIBERTSHOE.NS,LIBERTY SHOES LIMITED,1995-09-27
LICHSGFIN.NS,LIC HOUSING FINANCE LIMITED,1998-07-29
LICI.NS,LIFE INSURANCE CORPORATION OF INDIA,2022-05-17
LIKHITHA.NS,LIKHITHA INFRASTRUCTURE LIMITED,2020-10-15
LINC.NS,LINC LIMITED,2015-03-09
LINCOLN.NS,LINCOLN PHARMACEUTICALS LIMITED,2015-12-17
LINDEINDIA.NS,LINDE INDIA LIMITED,1999-06-16
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,2016-07-18
LLOYDSENT.NS,LLOYDS ENTERPRISES LIMITED,2024-10-17
LLOYDSME.NS,LLOYDS METALS AND ENERGY LIMITED,2023-07-17
LMW.NS,LMW LIMITED,1995-03-29
LODHA.NS,LODHA DEVELOPERS LIMITED,2021-04-19
LOKESHMACH.NS,LOKESH MACHINES LIMITED,2006-05-05
LORDSCHLO.NS,LORDS CHLORO ALKALI LIMITED,2023-08-28
LOTUSDEV.NS,SRI LOTUS DEVELOPERS AND REALTY LIMITED,2025-08-06
LOTUSEYE.NS,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,2008-07-11
LOVABLE.NS,LOVABLE LINGERIE LIMITED,2011-03-24
LOYALTEX.NS,LOYAL TEXTILE MILLS LIMITED,2022-08-11
LPDC.NS,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,2008-08-12
LT.NS,LARSEN & TOUBRO LIMITED,2004-06-23
LTF.NS,L&T FINANCE LIMITED,2011-08-12
LTFOODS.NS,LT FOODS LIMITED,2006-12-18
LTM.NS,LTM LIMITED,2016-07-21
LTTS.NS,L&T TECHNOLOGY SERVICES LIMITED,2016-09-23
LUMAXIND.NS,LUMAX INDUSTRIES LIMITED,1995-09-06
LUMAXTECH.NS,LUMAX AUTO TECHNOLOGIES LIMITED,2007-01-16
LUPIN.NS,LUPIN LIMITED,2001-09-10
LUXIND.NS,LUX INDUSTRIES LIMITED,2015-11-30
LXCHEM.NS,LAXMI ORGANIC INDUSTRIES LIMITED,2021-03-25
LYKALABS.NS,LYKA LABS LIMITED,1995-02-08
LYPSAGEMS.NS,LYPSA GEMS & JEWELLERY LIMITED,2013-11-05
M&M.NS,MAHINDRA & MAHINDRA LIMITED,1996-01-03
M&MFIN.NS,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,2006-03-17
MAANALU.NS,MAAN ALUMINIUM LIMITED,2007-10-22
MACPOWER.NS,MACPOWER CNC MACHINES LIMITED,2020-08-19
MADHAV.NS,MADHAV MARBLES AND GRANITES LIMITED,2007-12-20
MADHAVIPL.NS,MADHAV INFRA PROJECTS LIMITED,2026-04-20
MADHUCON.NS,MADHUCON PROJECTS LIMITED,2006-10-05
MADRASFERT.NS,MADRAS FERTILIZERS LIMITED,1997-07-25
MAFATIND.NS,MAFATLAL INDUSTRIES LIMITED,2026-04-20
MAGADSUGAR.NS,MAGADH SUGAR & ENERGY LIMITED,2017-07-28
MAGNUM.NS,MAGNUM VENTURES LIMITED,2007-09-20
MAHABANK.NS,BANK OF MAHARASHTRA,2004-04-12
MAHAPEXLTD.NS,MAHA RASHTRA APEX CORPORATION LIMITED,1998-01-21
MAHASTEEL.NS,MAHAMAYA STEEL INDUSTRIES LIMITED,2016-07-01
MAHEPC.NS,MAHINDRA EPC IRRIGATION LIMITED,2020-02-14
MAHESHWARI.NS,MAHESHWARI LOGISTICS LIMITED,2019-04-15
MAHLIFE.NS,MAHINDRA LIFESPACE DEVELOPERS LIMITED,2000-05-10
MAHLOG.NS,MAHINDRA LOGISTICS LIMITED,2017-11-10
MAHSCOOTER.NS,MAHARASHTRA SCOOTERS LIMITED,1995-02-08
MAHSEAMLES.NS,MAHARASHTRA SEAMLESS LIMITED,2004-08-25
MAITHANALL.NS,MAITHAN ALLOYS LIMITED,2011-07-05
MAJESAUT.NS,MAJESTIC AUTO LIMITED,2026-04-20
MALLCOM.NS,MALLCOM (INDIA) LIMITED,2022-02-02
MALUPAPER.NS,MALU PAPER MILLS LIMITED,2006-04-05
MAMATA.NS,MAMATA MACHINERY LIMITED,2024-12-27
MANAKALUCO.NS,MANAKSIA ALUMINIUM COMPANY LIMITED,2015-03-30
MANAKCOAT.NS,MANAKSIA COATED METALS & INDUSTRIES LIMITED,2015-03-30
MANAKSIA.NS,MANAKSIA LIMITED,2008-01-08
MANAKSTEEL.NS,MANAKSIA STEELS LIMITED,2015-03-30
MANALIPETC.NS,MANALI PETROCHEMICALS LIMITED,2006-12-06
MANAPPURAM.NS,MANAPPURAM FINANCE LIMITED,2014-12-01
MANBA.NS,MANBA FINANCE LIMITED,2024-09-30
MANCREDIT.NS,MANGAL CREDIT AND FINCORP LIMITED,2024-08-16
MANGALAM.NS,MANGALAM DRUGS AND ORGANICS LIMITED,2005-05-23
MANGLMCEM.NS,MANGALAM CEMENT LIMITED,1996-01-03
MANINDS.NS,MAN INDUSTRIES (INDIA) LIMITED,2005-06-24
MANINFRA.NS,MAN INFRACONSTRUCTION LIMITED,2010-03-11
MANKIND.NS,MANKIND PHARMA LIMITED,2023-05-09
MANOMAY.NS,MANOMAY TEX INDIA LIMITED,2023-01-18
MANORAMA.NS,MANORAMA INDUSTRIES LIMITED,2022-07-01
MANORG.NS,MANGALAM ORGANICS LIMITED,2021-11-02
MANUGRAPH.NS,MANUGRAPH INDIA LIMITED,2006-09-14
MANYAVAR.NS,VEDANT FASHIONS LIMITED,2022-02-16
MAPMYINDIA.NS,C.E. INFO SYSTEMS LIMITED,2021-12-21
MARALOVER.NS,MARAL OVERSEAS LIMITED,1995-02-08
MARATHON.NS,MARATHON NEXTGEN REALTY LIMITED,2016-09-29
MARICO.NS,MARICO LIMITED,1996-05-01
MARINE.NS,MARINE ELECTRICALS (INDIA) LIMITED,2020-12-02
MARKOLINES.NS,MARKOLINES PAVEMENT TECHNOLOGIES LIMITED,2025-10-14
MARKSANS.NS,MARKSANS PHARMA LIMITED,2002-01-21
MARSONS.NS,MARSONS LIMITED,2026-03-13
MARUTI.NS,MARUTI SUZUKI INDIA LIMITED,2003-07-09
MASFIN.NS,MAS FINANCIAL SERVICES LIMITED,2017-10-18
MASKINVEST.NS,MASK INVESTMENTS LIMITED,2016-10-14
MASTEK.NS,MASTEK LIMITED,1995-05-10
MASTERTR.NS,MASTER TRUST LIMITED,2024-11-12
MATRIMONY.NS,MATRIMONY.COM LIMITED,2017-09-21
MAWANASUG.NS,MAWANA SUGARS LIMITED,2009-03-20
MAXESTATES.NS,MAX ESTATES LIMITED,2023-10-30
MAXHEALTH.NS,MAX HEALTHCARE INSTITUTE LIMITED,2020-08-21
MAXIND.NS,MAX INDIA LIMITED,2020-08-28
MAYURUNIQ.NS,MAYUR UNIQUOTERS LTD,2012-09-25
MAZDA.NS,MAZDA LIMITED,2016-11-01
MAZDOCK.NS,MAZAGON DOCK SHIPBUILDERS LIMITED,2020-10-12
MBAPL.NS,MADHYA BHARAT AGRO PRODUCTS LIMITED,2019-08-22
MBEL.NS,M & B ENGINEERING LIMITED,2025-08-06
MBLINFRA.NS,MBL INFRASTRUCTURE LIMITED,2010-01-11
MCCHRLS-B.NS,MAC CHARLES INDIA LIMITED,2026-04-20
MCL.NS,M TEK COPPER LIMITED,2020-08-19
MCLEODRUSS.NS,MCLEOD RUSSEL INDIA LIMITED,2005-07-29
MCLOUD.NS,MAGELLANIC CLOUD LIMITED,2025-02-07
MCX.NS,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,2012-03-09
MEDANTA.NS,GLOBAL HEALTH LIMITED,2022-11-16
MEDIASSIST.NS,MEDI ASSIST HEALTHCARE SERVICES LIMITED,2024-01-23
MEDICAMEQ.NS,MEDICAMEN BIOTECH LIMITED,2021-10-27
MEDICO.NS,MEDICO REMEDIES LIMITED,2022-05-26
MEDPLUS.NS,MEDPLUS HEALTH SERVICES LIMITED,2021-12-23
MEESHO.NS,MEESHO LIMITED,2025-12-10
MEGASTAR.NS,MEGASTAR FOODS LIMITED,2022-02-16
MEIL.NS,MANGAL ELECTRICAL INDUSTRIES LIMITED,2025-08-28
MENNPIS.NS,MENON PISTONS LIMITED,2026-04-20
MENONBE.NS,MENON BEARINGS LIMITED,2015-03-09
MEP.NS,MEP INFRASTRUCTURE DEVELOPERS LIMITED,2015-05-06
MERCANTILE.NS,MERCANTILE VENTURES LIMITED,2026-04-20
MERCURYEV.NS,MERCURY EV-TECH LIMITED,2026-06-02
METROBRAND.NS,METRO BRANDS LIMITED,2021-12-22
METROGLOBL.NS,METROGLOBAL LIMITED,2026-04-20
METROPOLIS.NS,METROPOLIS HEALTHCARE LIMITED,2019-04-15
MFML.NS,MAHALAXMI FABRIC MILLS LIMITED,2024-08-27
MFSL.NS,MAX FINANCIAL SERVICES LIMITED,2000-05-17
MGEL.NS,MANGALAM GLOBAL ENTERPRISE LIMITED,2020-12-23
MGL.NS,MAHANAGAR GAS LIMITED,2016-07-01
MHLXMIRU.NS,MAHALAXMI RUBTECH LIMITED,2022-01-27
MHRIL.NS,MAHINDRA HOLIDAYS & RESORTS INDIA LIMITED,2009-07-16
MICEL.NS,MIC ELECTRONICS LIMITED,2021-12-17
MIDHANI.NS,MISHRA DHATU NIGAM LIMITED,2018-04-04
MIDWESTLTD.NS,MIDWEST LIMITED,2025-10-24
MINDACORP.NS,MINDA CORPORATION LIMITED,2014-10-16
MINDTECK.NS,MINDTECK (INDIA) LIMITED,2016-08-02
MIRZAINT.NS,MIRZA INTERNATIONAL LIMITED,1999-04-28
MITCON.NS,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,2022-03-17
MITTAL.NS,MITTAL LIFE STYLE LIMITED,2020-04-29
MKPL.NS,M K PROTEINS LIMITED,2023-06-13
MMFL.NS,MM FORGINGS LIMITED,2006-12-20
MMP.NS,MMP INDUSTRIES LIMITED,2020-01-09
MMTC.NS,MMTC LIMITED,2012-04-09
MMWL.NS,MEDIA MATRIX WORLDWIDE LIMITED,2026-04-20
MOBIKWIK.NS,ONE MOBIKWIK SYSTEMS LIMITED,2024-12-18
MODINATUR.NS,MODI NATURALS LIMITED,2025-12-11
MODIRUBBER.NS,MODI RUBBER LIMITED,1996-02-07
MODIS.NS,MODIS NAVNIRMAN LIMITED,2025-11-14
MODISONLTD.NS,MODISON LIMITED,2021-05-03
MODTHREAD.NS,MODERN THREADS (INDIA) LIMITED,1995-11-22
MOHITIND.NS,MOHIT INDUSTRIES LIMITED,2013-03-14
MOIL.NS,MOIL LIMITED,2010-12-15
MOKSH.NS,MOKSH ORNAMENTS LIMITED,2021-05-21
MOL.NS,MEGHMANI ORGANICS LIMITED,2021-08-18
MOLDTECH.NS,MOLD-TEK TECHNOLOGIES LIMITED,2016-07-07
MOLDTKPAC.NS,MOLD-TEK PACKAGING LIMITED,2015-02-23
MONARCH.NS,MONARCH NETWORTH CAPITAL LIMITED,2022-01-06
MONEYBOXX.NS,MONEYBOXX FINANCE LIMITED,2025-10-15
MONTECARLO.NS,MONTE CARLO FASHIONS LIMITED,2014-12-19
MORARJEE.NS,MORARJEE TEXTILES LIMITED,2012-09-14
MOREPENLAB.NS,MOREPEN LABORATORIES LIMITED,1999-11-24
MOSCHIP.NS,MOSCHIP TECHNOLOGIES LIMITED,2025-02-05
MOTHERSON.NS,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,1996-08-14
MOTILALOFS.NS,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,2007-09-11
MOTISONS.NS,MOTISONS JEWELLERS LIMITED,2023-12-26
MOTOGENFIN.NS,THE MOTOR & GENERAL FINANCE LIMITED,1995-02-08
MPHASIS.NS,MPHASIS LIMITED,2004-06-04
MPSLTD.NS,MPS LIMITED,2002-01-21
MRF.NS,MRF LIMITED,1996-09-18
MRPL.NS,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,2005-01-07
MSPL.NS,MSP STEEL & POWER LIMITED,2005-07-18
MSTCLTD.NS,MSTC LIMITED,2019-03-29
MSUMI.NS,MOTHERSON SUMI WIRING INDIA LIMITED,2022-03-28
MTARTECH.NS,MTAR TECHNOLOGIES LIMITED,2021-03-15
MTEDUCARE.NS,MT EDUCARE LIMITED,2012-04-12
MTNL.NS,MAHANAGAR TELEPHONE NIGAM LIMITED,1999-02-17
MUFIN.NS,MUFIN GREEN FINANCE LIMITED,2023-11-06
MUFTI.NS,CREDO BRANDS MARKETING LIMITED,2023-12-27
MUKANDLTD.NS,MUKAND LIMITED,2004-02-23
MUKKA.NS,MUKKA PROTEINS LIMITED,2024-03-07
MUKTAARTS.NS,MUKTA ARTS LIMITED,2000-09-12
MUNJALAU.NS,MUNJAL AUTO INDUSTRIES LIMITED,2006-07-19
MUNJALSHOW.NS,MUNJAL SHOWA LIMITED,2003-05-12
MURUDCERA.NS,MURUDESHWAR CERAMICS LIMITED,2004-05-28
MUTHOOTCAP.NS,MUTHOOT CAPITAL SERVICES LIMITED,2015-08-24
MUTHOOTFIN.NS,MUTHOOT FINANCE LIMITED,2011-05-06
MUTHOOTMF.NS,MUTHOOT MICROFIN LIMITED,2023-12-26
MVGJL.NS,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,2023-10-03
MWL.NS,MANGALAM WORLDWIDE LIMITED,2025-09-18
NACLIND.NS,NACL INDUSTRIES LIMITED,2017-04-07
NAGREEKCAP.NS,NAGREEKA CAPITAL & INFRASTRUCTURE LIMITED,2007-09-18
NAGREEKEXP.NS,NAGREEKA EXPORTS LIMITED,2007-06-18
NAHARCAP.NS,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,2008-03-11
NAHARINDUS.NS,NAHAR INDUSTRIAL ENTERPRISES LIMITED,2005-12-15
NAHARPOLY.NS,NAHAR POLY FILMS LIMITED,2007-03-23
NAHARSPING.NS,NAHAR SPINNING MILLS LIMITED,2007-03-23
NAM-INDIA.NS,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,2017-11-06
NARMADA.NS,NARMADA AGROBASE LIMITED,2022-10-27
NATCAPSUQ.NS,NATURAL CAPSULES LIMITED,2025-02-14
NATCOPHARM.NS,NATCO PHARMA LIMITED,1995-12-27
NATHBIOGEN.NS,NATH BIO-GENES (INDIA) LIMITED,2014-01-28
NATIONALUM.NS,NATIONAL ALUMINIUM COMPANY LIMITED,1999-04-28
NATIONSTD.NS,NATIONAL STANDARD (INDIA) LIMITED,2026-04-20
NAUKRI.NS,INFO EDGE (INDIA) LIMITED,2006-11-21
NAVA.NS,NAVA LIMITED,1996-04-03
NAVINFLUOR.NS,NAVIN FLUORINE INTERNATIONAL LIMITED,2007-06-01
NAVKARCORP.NS,NAVKAR CORPORATION LIMITED,2015-09-09
NAVKARURB.NS,NAVKAR URBANSTRUCTURE LIMITED,2025-01-17
NAVNETEDUL.NS,NAVNEET EDUCATION LIMITED,1995-02-08
NAZARA.NS,NAZARA TECHNOLOGIES LIMITED,2021-03-30
NBCC.NS,NBCC (INDIA) LIMITED,2012-04-12
NBIFIN.NS,N. B. I. INDUSTRIAL FINANCE COMPANY LIMITED,2016-11-23
NCC.NS,NCC LIMITED,2003-10-14
NCLIND.NS,NCL INDUSTRIES LIMITED,2007-04-03
NDGL.NS,NAGA DHUNSERI GROUP LIMITED,2016-08-29
NDL.NS,NANDAN DENIM LIMITED,2012-03-23
NDLVENTURE.NS,NDL VENTURES LIMITED,2007-04-24
NDRAUTO.NS,NDR AUTO COMPONENTS LIMITED,2020-07-30
NDTV.NS,NEW DELHI TELEVISION LIMITED,2004-05-19
NEAGI.NS,NEELAMALAI AGRO INDUSTRIES LIMITED,2026-04-20
NECCLTD.NS,NORTH EASTERN CARRYING CORPORATION LIMITED,2016-03-02
NECLIFE.NS,NECTAR LIFESCIENCES LIMITED,2005-07-18
NELCAST.NS,NELCAST LIMITED,2007-06-27
NELCO.NS,NELCO LIMITED,2003-05-28
NEOGEN.NS,NEOGEN CHEMICALS LIMITED,2019-05-08
NEPHROPLUS.NS,NEPHROCARE HEALTH SERVICES LIMITED,2025-12-17
NESCO.NS,NESCO LIMITED,2008-04-08
NESTLEIND.NS,NESTLE INDIA LIMITED,2023-08-01
NETWEB.NS,NETWEB TECHNOLOGIES INDIA LIMITED,2023-07-27
NETWORK18.NS,NETWORK18 MEDIA & INVESTMENTS LIMITED,2007-02-02
NEULANDLAB.NS,NEULAND LABORATORIES LIMITED,2008-10-13
NEWGEN.NS,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,2018-01-29
NEXTMEDIA.NS,NEXT MEDIAWORKS LIMITED,2001-04-04
NFL.NS,NATIONAL FERTILIZERS LIMITED,2006-12-28
NGIL.NS,NAKODA GROUP OF INDUSTRIES LIMITED,2021-08-20
NGLFINE.NS,NGL FINE-CHEM LIMITED,2022-07-08
NH.NS,NARAYANA HRUDAYALAYA LTD.,2016-01-06
NHPC.NS,NHPC LIMITED,2009-09-01
NIACL.NS,THE NEW INDIA ASSURANCE COMPANY LIMITED,2017-11-13
NIBE.NS,NIBE LIMITED,2025-02-07
NIBL.NS,NRB INDUSTRIAL BEARINGS LIMITED,2013-04-09
NIITLTD.NS,NIIT LIMITED,2004-08-16
NIITMTS.NS,NIIT LEARNING SYSTEMS LIMITED,2023-08-08
NILAINFRA.NS,NILA INFRASTRUCTURES LIMITED,2015-05-21
NILASPACES.NS,NILA SPACES LIMITED,2018-12-28
NILE.NS,NILE LIMITED,2026-04-20
NILKAMAL.NS,NILKAMAL LIMITED,1995-11-01
NIMBSPROJ.NS,NIMBUS PROJECTS LIMITED,2026-04-06
NINSYS.NS,NINTEC SYSTEMS LIMITED,2023-02-21
NIPPOBATRY.NS,INDO-NATIONAL LIMITED,1999-10-06
NIRAJ.NS,NIRAJ CEMENT STRUCTURALS LIMITED,2020-10-01
NIRAJISPAT.NS,NIRAJ ISPAT INDUSTRIES LIMITED,2016-10-27
NIRLON.NS,NIRLON LIMITED,2026-04-20
NITCO.NS,NITCO LIMITED,2006-03-21
NITINSPIN.NS,NITIN SPINNERS LIMITED,2006-02-02
NITIRAJ.NS,NITIRAJ ENGINEERS LIMITED,2021-04-22
NITTAGELA.NS,NITTA GELATIN INDIA LIMITED,2026-04-20
NIVABUPA.NS,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,2024-11-14
NKIND.NS,NK INDUSTRIES LIMITED,1995-07-07
NLCINDIA.NS,NLC INDIA LIMITED,2000-08-23
NMDC.NS,NMDC LIMITED,2008-03-03
NOCIL.NS,NOCIL LIMITED,1996-01-17
NOIDATOLL.NS,NOIDA TOLL BRIDGE COMPANY LIMITED,2002-12-06
NORBTEAEXP.NS,NORBEN TEA & EXPORTS LIMITED,1996-06-26
NORTHARC.NS,NORTHERN ARC CAPITAL LIMITED,2024-09-24
NOVAAGRI.NS,NOVA AGRITECH LIMITED,2024-01-31
NOVARTIND.NS,NOVARTIS INDIA LIMITED,2026-04-20
NPST.NS,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,2025-04-30
NRAIL.NS,N R AGARWAL INDUSTRIES LIMITED,2017-04-05
NRBBEARING.NS,NRB BEARING LIMITED,2000-03-08
NRL.NS,NUPUR RECYCLERS LIMITED,2023-01-12
NSIL.NS,NALWA SONS INVESTMENTS LIMITED,2003-11-17
NSLNISP.NS,NMDC STEEL LIMITED,2023-02-20
NTPC.NS,NTPC LIMITED,2004-11-05
NTPCGREEN.NS,NTPC GREEN ENERGY LIMITED,2024-11-27
NUCLEUS.NS,NUCLEUS SOFTWARE EXPORTS LIMITED,2002-12-19
NURECA.NS,NURECA LIMITED,2021-02-25
NUVAMA.NS,NUVAMA WEALTH MANAGEMENT LIMITED,2023-09-26
NUVOCO.NS,NUVOCO VISTAS CORPORATION LIMITED,2021-08-23
NYKAA.NS,FSN E-COMMERCE VENTURES LIMITED,2021-11-10
OAL.NS,ORIENTAL AROMATICS LIMITED,2019-07-11
OBCL.NS,ORISSA BENGAL CARRIER LIMITED,2022-04-07
OBEROIRLTY.NS,OBEROI REALTY LIMITED,2010-10-20
OCCLLTD.NS,OCCL LIMITED,2024-10-29
ODIGMA.NS,ODIGMA CONSULTANCY SOLUTIONS LIMITED,2024-12-12
OFSS.NS,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,2002-06-28
OIL.NS,OIL INDIA LIMITED,2009-09-30
OILCOUNTUB.NS,OIL COUNTRY TUBULAR LIMITED,1995-08-30
OLAELEC.NS,OLA ELECTRIC MOBILITY LIMITED,2024-08-09
OLECTRA.NS,OLECTRA GREENTECH LIMITED,2002-03-20
OMAXAUTO.NS,OMAX AUTOS LIMITED,2003-02-20
OMAXE.NS,OMAXE LIMITED,2007-08-09
OMFREIGHT.NS,OM FREIGHT FORWARDERS LIMITED,2025-10-08
OMINFRAL.NS,OM INFRA LIMITED,2011-06-17
OMNI.NS,OMNITECH ENGINEERING LIMITED,2026-03-05
OMPOWER.NS,OM POWER TRANSMISSION LIMITED,2026-04-17
ONELIFECAP.NS,ONELIFE CAPITAL ADVISORS LIMITED,2011-10-17
ONEPOINT.NS,ONE POINT ONE SOLUTIONS LIMITED,2019-05-09
ONESOURCE.NS,ONESOURCE SPECIALTY PHARMA LIMITED,2025-01-24
ONGC.NS,OIL & NATURAL GAS CORPORATION LIMITED,1995-07-19
ONIDA.NS,ONIDA ELECTRONICS LIMITED,2004-05-24
